Applicant_ID,Applicant_Name,Age,Gender,City,Region,Employment_Type,Education,Marital_Status,Annual_Income,Credit_Score,Dependents,Years_At_Job,Own_House
APP07379,Rajesh Rao,29,Male,Ranchi,East,Freelancer,Graduate,Single,428785.0,701.0,3,1,Yes
APP07380,Sachin Mishra,55,Male,Bhubaneswar,East,Business Owner,,Single,605928.0,599.0,3,2,No
APP07381,Sanjay Das,38,Male,Kolkata,East,Business Owner,Graduate,Married,1626867.0,666.0,2,5,Yes
APP07382,SUNITA SINGH,39,Male,Mysore,South,Salaried,High School,Divorced,761224.0,644.0,1,2,Yes
APP07383,Ravi Sharma,32,Male,Ranchi,East,Government Employee,Graduate,Married,677244.0,672.0,0,4,No
APP07384,Sunita Dubey,36,Female,Mysore,South,Business Owner,,Married,1671250.0,663.0,2,5,Yes
APP07385,Priya Sinha,44,Female,Hyderabad,South,Government Employee,Doctorate,Divorced,705386.0,658.0,0,14,Yes
APP07386,Rahul Singh,35,Male,Pune,West,Freelancer,Post Graduate,Widowed,536368.0,660.0,0,2,No
APP07387,Priya Joshi,45,Female,Thane,West,Government Employee,High School,Widowed,445511.0,575.0,2,0,No
APP07388,Rajesh Sharma,21,Female,Kolkata,East,Business Owner,High School,Divorced,527910.0,671.0,2,0,No
APP07389,Shweta Yadav,42,Male,Pune,West,Salaried,Doctorate,Widowed,700388.0,673.0,4,3,No
APP07390,Divya Sinha,34,Female,Patna,East,Business Owner,Post Graduate,Widowed,1466524.0,829.0,4,6,No
APP07391,Vijay Patel,46,Male,Patna,East,Business Owner,Graduate,Widowed,1232994.0,784.0,2,2,No
APP07392,Sanjay Das,37,Male,Patna,East,Business Owner,Doctorate,Married,2094368.0,764.0,2,0,No
APP07393,Meena Das,54,Male,Ranchi,East,Self-Employed,Doctorate,Married,1234841.0,742.0,2,2,No
APP07394,Deepak Jain,52,Male,Pune,West,Salaried,Doctorate,Widowed,911561.0,676.0,1,1,No
APP07395,Deepak Reddy,31,Male,Thane,West,Salaried,Doctorate,Widowed,623752.0,594.0,3,0,Yes
APP07396,Sachin Roy,49,Male,Indore,Central,Business Owner,High School,Divorced,764144.0,638.0,0,0,No
APP07397,Rohit Iyer,44,Male,Ahmedabad,Central,Self-Employed,Graduate,Widowed,632253.0,576.0,2,13,Yes
APP07398,Prakash Mishra,22,Male,Bhopal,Central,Freelancer,Graduate,Married,614749.0,644.0,0,1,No
APP07399,Divya Shah,21,Male,Chennai,South,Self-Employed,Graduate,Single,429127.0,747.0,3,1,No
APP07400,Harish Mishra,50,Female,Ahmedabad,Central,Freelancer,High School,Widowed,397409.0,719.0,0,0,Yes
APP07401,PRIYA DUBEY,51,Male,Thane,West,Business Owner,Doctorate,Single,1825001.0,787.0,1,4,No
APP07402,Pooja Mishra,36,Male,Jaipur,Central,Self-Employed,Post Graduate,Single,1011593.0,703.0,0,0,No
APP07403,Divya Mishra,38,Male,Nashik,West,Salaried,High School,Married,346244.0,630.0,3,12,No
APP07404,Sachin Gupta,27,Male,Indore,Central,Salaried,Graduate,Widowed,581690.0,555.0,0,1,Yes
APP07405,Pooja Mishra,26,Female,Gurgaon,North,Self-Employed,Doctorate,Married,1239673.0,733.0,3,6,No
APP07406,Vikram Joshi,33,Female,Chennai,South,Government Employee,Doctorate,Widowed,878791.0,711.0,0,2,No
APP07407,Divya Nair,30,Male,Bhubaneswar,East,Self-Employed,Post Graduate,Married,1313127.0,698.0,0,0,No
APP07408,Manoj Kumar,29,Male,Bhubaneswar,East,Salaried,High School,Married,200808.0,578.0,0,3,No
APP07409,Sneha Sharma,51,Female,Nashik,West,Salaried,Doctorate,Single,671543.0,710.0,1,0,Yes
APP07410,Sachin Mishra,38,Female,Noida,North,Business Owner,Doctorate,Divorced,2079802.0,835.0,0,12,Yes
APP07411,Ajay Kumar,23,Female,Hyderabad,South,Salaried,Doctorate,Divorced,666749.0,627.0,0,2,Yes
APP07412,Rajesh Verma,30,Male,Thane,West,Business Owner,Doctorate,Widowed,1497661.0,763.0,3,0,No
APP07413,Arun Jain,32,Female,Bangalore,South,Freelancer,Post Graduate,Single,556792.0,596.0,0,9,Yes
APP07414,Suresh Patel,29,Female,Chennai,South,Government Employee,Graduate,Single,552908.0,691.0,2,0,No
APP07415,Suresh Reddy,37,Male,Nashik,West,Self-Employed,Doctorate,Divorced,1069808.0,719.0,0,2,Yes
APP07416,Ajay Jain,42,Female,Bhubaneswar,East,Business Owner,Post Graduate,Widowed,,670.0,2,1,Yes
APP07417,Prakash Shah,45,Male,Chennai,South,Business Owner,High School,Single,740119.0,665.0,2,4,No
APP07418,Manoj Kumar,21,Female,Gurgaon,North,Salaried,High School,Married,598713.0,704.0,2,3,No
APP07419,Sneha Shah,25,Female,Ranchi,East,Government Employee,Doctorate,Widowed,916527.0,749.0,4,0,Yes
APP07420,Arun Das,23,Male,Ahmedabad,Central,Business Owner,Graduate,Married,932508.0,594.0,0,3,No
APP07421,Nisha Roy,56,Male,Bhubaneswar,East,Government Employee,Graduate,Widowed,531431.0,705.0,1,1,No
APP07422,Shweta Joshi,37,Male,Bhubaneswar,East,Business Owner,Doctorate,Married,1628452.0,738.0,2,1,Yes
APP07423,Vijay Singh,34,Male,Delhi,North,Government Employee,High School,Married,579880.0,667.0,2,0,Yes
APP07424,Sunita Sharma,21,Male,Mumbai,West,Freelancer,Post Graduate,Widowed,315599.0,640.0,2,1,Yes
APP07425,Meena Verma,44,Male,Delhi,North,Government Employee,Graduate,Married,733647.0,776.0,3,5,Yes
APP07426,Sachin Yadav,23,Male,Gurgaon,North,Self-Employed,Doctorate,Divorced,940594.0,705.0,1,1,Yes
APP07427,Vikram Yadav,27,Female,Nashik,West,Business Owner,Post Graduate,Widowed,1250152.0,713.0,1,1,Yes
APP07428,Suman Joshi,51,Male,Faridabad,North,Self-Employed,Graduate,Divorced,1150441.0,740.0,1,1,No
APP07429,Ravi Tiwari,30,Male,Ranchi,East,Business Owner,Graduate,Divorced,1179510.0,,1,2,No
APP07430,Sanjay Sinha,49,Female,Chennai,South,Self-Employed,Post Graduate,Widowed,1410480.0,671.0,1,3,No
APP07431,Rajesh Kumar,35,Female,Indore,Central,Freelancer,High School,Single,392970.0,683.0,2,5,No
APP07432,Priya Dubey,40,Male,Gurgaon,North,Freelancer,High School,Divorced,431984.0,568.0,1,1,No
APP07433,Rekha Singh,37,Female,Bhopal,Central,Freelancer,Doctorate,Widowed,634323.0,608.0,1,12,No
APP07434,Rohit Roy,28,Male,Kolkata,East,Self-Employed,Graduate,Widowed,677575.0,639.0,0,0,Yes
APP07435,Sunita Singh,44,Male,Indore,Central,Government Employee,Graduate,Married,695474.0,650.0,3,5,Yes
APP07436,Vijay Das,33,M,Ahmedabad,Central,Freelancer,Graduate,Widowed,294808.0,638.0,1,7,No
APP07437,Pooja Rao,26,Female,Gurgaon,North,Salaried,,Married,540696.0,702.0,0,0,No
APP07438,Sunita Reddy,30,Female,Ahmedabad,Central,Freelancer,Graduate,Divorced,447256.0,635.0,2,7,No
APP07439,Rekha Verma,25,Female,Nashik,West,Self-Employed,Doctorate,Married,935400.0,761.0,1,6,No
APP07440,Rajesh Yadav,44,MALE,Nashik,West,Freelancer,High School,Single,562716.0,630.0,0,2,No
APP07441,Rekha Kumar,60,Male,Jaipur,Central,Business Owner,Post Graduate,Single,1810138.0,769.0,2,0,Yes
APP07442,Sunita Sinha,44,Male,Ahmedabad,Central,Self-Employed,Post Graduate,Married,865363.0,714.0,1,2,No
APP07443,Rahul Nair,31,Female,Hyderabad,South,Business Owner,Graduate,Widowed,857427.0,639.0,0,3,Yes
APP07444,Rahul Gupta,55,Female,Ahmedabad,Central,Business Owner,Post Graduate,Married,1258310.0,768.0,1,3,Yes
APP07445,Sachin Joshi,45,Male,Kolkata,East,Self-Employed,High School,Married,865509.0,569.0,4,2,No
APP07446,Kavita Dubey,45,Female,Gurgaon,North,Self-Employed,Post Graduate,Divorced,498154.0,609.0,4,4,No
APP07447,ARUN REDDY,30,Male,Kolkata,East,Salaried,Graduate,Married,778128.0,651.0,3,9,Yes
APP07448,Prakash Singh,36,Male,Pune,West,Self-Employed,High School,Widowed,851050.0,627.0,4,0,No
APP07449,Vijay Patel,32,Male,Noida,North,Self-Employed,High School,Single,724436.0,679.0,2,12,Yes
APP07450,Vijay Joshi,56,Female,Nashik,West,Salaried,Graduate,Widowed,759288.0,797.0,0,0,No
APP07451,Rohit Singh,21,Female,Hyderabad,South,Freelancer,Doctorate,Divorced,659270.0,706.0,0,0,No
APP07452,Divya Nair,30,Male,Jaipur,Central,Self-Employed,Doctorate,Single,1376040.0,738.0,0,9,No
APP07453,Rohit Roy,29,Female,Nashik,West,Business Owner,High School,Divorced,1309734.0,656.0,3,0,No
APP07454,Rahul Rao,40,Female,Bhopal,Central,Freelancer,Doctorate,Widowed,847938.0,696.0,3,0,Yes
APP07455,Meena Gupta,39,Male,Nashik,West,Business Owner,Post Graduate,Divorced,1103418.0,723.0,2,0,Yes
APP07456,Rahul Jain,24,Female,Kolkata,East,Self-Employed,Post Graduate,Widowed,988782.0,630.0,2,7,No
APP07457,Sneha Das,47,Female,Bhopal,Central,Government Employee,Graduate,Divorced,641524.0,691.0,0,1,No
APP07458,Harish Rao,34,Male,Pune,West,Self-Employed,Post Graduate,Divorced,936973.0,740.0,1,1,Yes
APP07459,Kavita Kumar,42,Male,Ranchi,East,Salaried,High School,Single,190807.0,581.0,2,1,Yes
APP07460,Prakash Verma,25,Male,Hyderabad,South,Government Employee,Doctorate,Divorced,979656.0,698.0,2,0,Yes
APP07461,rahul das,35,Male,Jaipur,Central,Self-Employed,Post Graduate,Widowed,1087567.0,719.0,2,1,Yes
APP07462,Nisha Gupta,53,Male,Patna,East,Self-Employed,Post Graduate,Married,1003722.0,659.0,2,0,Yes
APP07463,Anita Das,63,Male,Delhi,North,Salaried,High School,Widowed,485546.0,617.0,1,1,No
APP07464,Geeta Kumar,26,Male,Gurgaon,North,Freelancer,Doctorate,Married,737581.0,668.0,2,14,No
APP07465,Nitin Singh,44,Male,Nashik,West,Government Employee,Graduate,Widowed,437850.0,583.0,1,5,Yes
APP07466,Pooja Iyer,44,Female,Pune,West,Salaried,Post Graduate,Divorced,766161.0,658.0,3,6,Yes
APP07467,Rahul Shah,35,Male,Kolkata,East,Self-Employed,Post Graduate,Married,,650.0,2,3,No
APP07468,Rekha Nair,21,Male,Mumbai,West,Freelancer,High School,Divorced,381071.0,641.0,3,2,No
APP07469,Manoj Sharma,21,Male,Gurgaon,North,Self-Employed,Doctorate,Widowed,1132418.0,773.0,2,2,No
APP07470,Rahul Iyer,36,Female,Delhi,North,Self-Employed,Graduate,Married,807539.0,654.0,2,3,Yes
APP07471,Nitin Tiwari,28,Female,Mysore,South,Self-Employed,High School,Single,646744.0,671.0,2,1,Yes
APP07472,Meena Tiwari,27,Female,Jaipur,Central,Freelancer,Graduate,Married,514226.0,727.0,0,0,No
APP07473,Harish Reddy,37,Female,Jaipur,Central,Business Owner,High School,Married,959632.0,646.0,3,3,No
APP07474,Meena Reddy,31,Male,Mysore,South,Government Employee,High School,Widowed,362805.0,688.0,2,2,No
APP07475,RAHUL JAIN,28,Male,Bhubaneswar,East,Salaried,High School,Divorced,508313.0,612.0,3,2,No
APP07476,Sanjay Patel,30,Female,Jaipur,Central,Business Owner,High School,Widowed,959887.0,650.0,0,10,Yes
APP07477,Rohit Yadav,38,Male,Faridabad,North,Self-Employed,Post Graduate,Widowed,906033.0,656.0,4,0,No
APP07478,Sneha Reddy,46,Male,Noida,North,Business Owner,Graduate,Divorced,1245045.0,692.0,0,3,Yes
APP07479,Priya Bose,44,Male,Thane,West,Government Employee,High School,Widowed,357761.0,594.0,0,5,No
APP07480,Sunita Rao,47,Male,Ranchi,East,Freelancer,High School,Divorced,517713.0,597.0,1,0,Yes
APP07481,Ajay Tiwari,27,MALE,Ranchi,East,Government Employee,Post Graduate,Married,788681.0,604.0,0,5,No
APP07482,Prakash Shah,40,Male,Mysore,South,Freelancer,High School,Married,472426.0,665.0,4,0,Yes
APP07483,Rohit Bose,39,Male,Hyderabad,South,Self-Employed,High School,Widowed,399486.0,590.0,3,0,Yes
APP07484,Kavita Yadav,34,Female,Chennai,South,Self-Employed,Graduate,Widowed,1132361.0,652.0,2,0,No
APP07485,Rohit Gupta,47,Female,Jaipur,Central,Freelancer,High School,Single,349828.0,629.0,0,0,Yes
APP07486,Harish Shah,24,Male,Ahmedabad,Central,Self-Employed,Graduate,Married,831504.0,736.0,0,2,No
APP07487,Sunita Yadav,30,F,Ahmedabad,Central,Government Employee,Graduate,Married,752304.0,660.0,2,4,No
APP07488,Shweta Das,54,Male,Ranchi,East,Business Owner,Post Graduate,Married,1428180.0,757.0,3,2,No
APP07489,Nitin Dubey,38,Male,Faridabad,North,Self-Employed,Post Graduate,Married,1007679.0,628.0,2,0,No
APP07490,suman roy,30,Female,Mumbai,West,Self-Employed,Graduate,Divorced,581577.0,689.0,0,3,No
APP07491,Rahul Das,39,Female,Ranchi,East,Self-Employed,Post Graduate,Married,1257108.0,728.0,2,2,No
APP07492,Suman Mishra,41,Female,Gurgaon,North,Freelancer,Post Graduate,Single,500222.0,544.0,2,4,No
APP07493,Meena Dubey,50,Female,Indore,Central,Salaried,High School,Married,370048.0,630.0,4,13,Yes
APP07494,Suresh Patel,43,Female,Patna,East,Self-Employed,Post Graduate,Single,1178578.0,720.0,3,0,Yes
APP07495,Rajesh Verma,29,Female,Gurgaon,North,Business Owner,Graduate,Divorced,790942.0,622.0,0,8,Yes
APP07496,Rahul Sharma,32,Female,Indore,Central,Self-Employed,High School,Single,757136.0,661.0,3,3,No
APP07497,Vikram Bose,39,Female,Hyderabad,South,Self-Employed,High School,Single,372295.0,639.0,1,0,No
APP07498,Geeta Sharma,39,Female,Indore,Central,Business Owner,High School,Widowed,1016603.0,788.0,4,1,Yes
APP07499,Harish Shah,41,Female,Chennai,South,Government Employee,Graduate,Single,520401.0,653.0,1,1,No
APP07500,Ajay Sinha,46,Female,Bhubaneswar,East,Self-Employed,Doctorate,Widowed,655364.0,676.0,0,0,No
APP07501,Sunita Joshi,54,Male,Chennai,South,Business Owner,Post Graduate,Married,1332678.0,733.0,4,5,No
APP07502,Sneha Tiwari,47,Male,Chennai,South,Freelancer,Graduate,Widowed,490529.0,538.0,2,5,No
APP07503,Nitin Verma,32,Male,Chennai,South,Business Owner,Post Graduate,Widowed,2025762.0,807.0,0,3,Yes
APP07504,Prakash Verma,38,Male,Indore,Central,Self-Employed,High School,Widowed,928375.0,712.0,4,0,Yes
APP07505,Meena Sinha,43,Male,Bangalore,South,Business Owner,Doctorate,Married,1690342.0,676.0,0,3,No
APP07506,Harish Gupta,28,Male,Ahmedabad,Central,Self-Employed,High School,Divorced,710907.0,586.0,0,0,Yes
APP07507,Nisha Bose,56,Male,Bhopal,Central,Freelancer,Post Graduate,Married,814165.0,590.0,0,1,Yes
APP07508,Sneha Nair,25,Male,Indore,Central,Government Employee,Post Graduate,Divorced,656638.0,550.0,1,1,Yes
APP07509,SURESH TIWARI,45,Female,Bhopal,Central,Freelancer,Graduate,Widowed,643105.0,639.0,3,0,Yes
APP07510,Shweta Sharma,35,Female,Chennai,South,Salaried,Graduate,Divorced,359543.0,658.0,2,0,Yes
APP07511,Meena Singh,41,Male,Jaipur,Central,Self-Employed,Graduate,Divorced,773963.0,712.0,1,0,Yes
APP07512,Sneha Joshi,42,Female,Delhi,North,Freelancer,High School,Single,391541.0,648.0,0,2,Yes
APP07513,Amit Mishra,52,Female,Gurgaon,North,Freelancer,Graduate,Widowed,397087.0,665.0,1,21,Yes
APP07514,Nisha Yadav,21,Male,Indore,Central,Salaried,Graduate,Widowed,934014.0,573.0,1,2,Yes
APP07515,Shweta Nair,31,Male,Hyderabad,South,Salaried,Post Graduate,Single,867719.0,700.0,1,2,Yes
APP07516,Prakash Dubey,31,Female,Faridabad,North,Salaried,High School,Married,523054.0,681.0,4,3,Yes
APP07517,Suman Patel,39,Male,Nashik,West,Freelancer,High School,Widowed,357831.0,690.0,2,1,Yes
APP07518,Divya Verma,51,Female,Bhopal,Central,Salaried,Graduate,Widowed,573744.0,679.0,0,0,No
APP07519,Pooja Bose,44,Male,Pune,West,Freelancer,High School,Married,380195.0,594.0,2,9,No
APP07520,Vijay Singh,43,Female,Ranchi,East,Self-Employed,Post Graduate,Single,842658.0,721.0,0,8,No
APP07521,Amit Dubey,38,Male,Ranchi,East,Freelancer,Graduate,Single,413514.0,586.0,3,0,No
APP07522,Anita Gupta,33,Male,Ahmedabad,Central,Self-Employed,Post Graduate,Widowed,1566259.0,750.0,1,0,No
APP07523,Vijay Sharma,49,Male,Kolkata,East,Government Employee,Post Graduate,Married,608422.0,600.0,4,12,Yes
APP07524,Ajay Patel,35,Female,Mumbai,West,Self-Employed,Doctorate,Widowed,1318858.0,680.0,3,0,No
APP07525,Meena Bose,34,Female,Jaipur,Central,Business Owner,Post Graduate,Widowed,464196.0,828.0,1,1,No
APP07526,Rekha Tiwari,39,Female,Mumbai,West,Business Owner,Post Graduate,Married,495152.0,762.0,1,0,Yes
APP07527,Suman Roy,41,Male,Patna,East,Salaried,Post Graduate,Single,846380.0,689.0,2,6,No
APP07528,Sanjay Kumar,26,Male,Pune,West,Salaried,Post Graduate,Single,719078.0,631.0,4,2,No
APP07529,Sunita Das,32,Female,Bhubaneswar,East,Government Employee,Graduate,Married,341675.0,674.0,0,1,Yes
APP07530,Divya Reddy,22,Male,Patna,East,Self-Employed,Graduate,Widowed,,692.0,2,3,Yes
APP07531,Manoj Singh,34,Male,Delhi,North,Self-Employed,Doctorate,Divorced,1525580.0,824.0,1,6,Yes
APP07532,Sunita Yadav,40,Male,Thane,West,Business Owner,Post Graduate,Divorced,1632547.0,770.0,3,7,Yes
APP07533,Deepak Sinha,32,Male,Pune,West,Business Owner,Post Graduate,Widowed,832551.0,602.0,0,7,Yes
APP07534,Ajay Sinha,61,Male,Bhubaneswar,East,Self-Employed,Post Graduate,Married,801703.0,623.0,1,5,No
APP07535,Nisha Das,43,Male,Thane,West,Business Owner,High School,Divorced,987789.0,713.0,1,1,Yes
APP07536,Prakash Das,34,Male,Jaipur,Central,Self-Employed,High School,Widowed,637481.0,575.0,1,0,Yes
APP07537,Geeta Reddy,22,Male,Hyderabad,South,Freelancer,Doctorate,Single,,648.0,2,1,No
APP07538,Suresh Yadav,36,Male,Pune,West,Self-Employed,Post Graduate,Single,965658.0,614.0,4,3,Yes
APP07539,Rahul Roy,34,Male,Indore,Central,Salaried,Doctorate,Widowed,858203.0,726.0,0,5,Yes
APP07540,Geeta Nair,37,Male,Chennai,South,Business Owner,Doctorate,Single,1817313.0,793.0,1,0,No
APP07541,Arun Reddy,53,Male,Jaipur,Central,Business Owner,High School,Single,1047508.0,650.0,1,2,No
APP07542,Rohit Mishra,34,Male,Bhubaneswar,East,Business Owner,High School,Married,520132.0,581.0,2,4,Yes
APP07543,Vijay Rao,39,Male,Faridabad,North,Government Employee,High School,Widowed,602596.0,711.0,4,3,No
APP07544,Sanjay Tiwari,50,Male,Pune,West,Salaried,Doctorate,Widowed,665617.0,592.0,0,1,No
APP07545,Ravi Singh,46,Female,Thane,West,Self-Employed,Doctorate,Widowed,1157931.0,741.0,3,3,No
APP07546,Priya Iyer,28,Male,Patna,East,Freelancer,,Divorced,363788.0,677.0,4,4,No
APP07547,Ravi Nair,49,Male,Thane,West,Self-Employed,Doctorate,Widowed,,666.0,2,0,Yes
APP07548,Vikram Verma,44,Male,Jaipur,Central,Salaried,Post Graduate,Single,792951.0,762.0,2,3,Yes
APP07549,Meena Shah,44,Female,Bhopal,Central,Self-Employed,Post Graduate,Married,1063296.0,713.0,0,7,Yes
APP07550,Divya Tiwari,22,Male,Faridabad,North,Business Owner,Graduate,Single,1060578.0,719.0,0,0,No
APP07551,Divya Patel,21,Male,Gurgaon,North,Government Employee,High School,Married,258949.0,666.0,4,3,Yes
APP07552,Vikram Shah,55,Female,Bhopal,Central,Freelancer,Post Graduate,Single,554578.0,621.0,2,6,Yes
APP07553,Ravi Rao,44,Male,Faridabad,North,Government Employee,Doctorate,Widowed,764424.0,732.0,4,3,Yes
APP07554,Meena Tiwari,25,Female,Noida,North,Business Owner,,Married,1518687.0,,0,10,Yes
APP07555,Ajay Gupta,43,Male,Ranchi,East,Business Owner,Graduate,Married,864966.0,611.0,0,1,No
APP07556,Sunita Sharma,32,Female,Chennai,South,Government Employee,Doctorate,Single,823938.0,629.0,2,5,No
APP07557,Sachin Gupta,43,Female,Jaipur,Central,Government Employee,Post Graduate,Widowed,696629.0,645.0,0,1,Yes
APP07558,Nisha Singh,29,Female,Faridabad,North,Self-Employed,Doctorate,Divorced,991369.0,663.0,0,2,Yes
APP07559,Sneha Das,39,Male,Noida,North,Freelancer,Post Graduate,Single,570834.0,634.0,1,0,No
APP07560,Priya Singh,49,Male,Indore,Central,Salaried,High School,Married,,671.0,3,2,No
APP07561,sanjay patel,21,Male,Patna,East,Salaried,Doctorate,Divorced,882941.0,708.0,3,1,Yes
APP07562,Ajay Reddy,24,Female,Bhubaneswar,East,Salaried,High School,Single,422464.0,632.0,2,3,No
APP07563,DEEPAK PATEL,35,Male,Ahmedabad,Central,Freelancer,Post Graduate,Widowed,544804.0,601.0,0,0,No
APP07564,suresh verma,49,Male,Chennai,South,Freelancer,Doctorate,Widowed,489986.0,672.0,1,1,Yes
APP07565,Priya Jain,52,Male,Hyderabad,South,Self-Employed,Doctorate,Divorced,1290692.0,712.0,1,2,Yes
APP07566,Geeta Bose,55,Female,Indore,Central,Business Owner,Post Graduate,Widowed,1221635.0,743.0,1,0,No
APP07567,Suresh Nair,28,Male,Bhopal,Central,Government Employee,Post Graduate,Married,946105.0,628.0,4,1,No
APP07568,Manoj Sharma,46,Male,Indore,Central,Salaried,Graduate,Single,567856.0,703.0,0,3,No
APP07569,Ravi Mishra,37,Male,Indore,Central,Salaried,High School,Divorced,391972.0,687.0,2,3,Yes
APP07570,Sunita Jain,41,Male,Chennai,South,Freelancer,Doctorate,Married,534990.0,630.0,2,4,No
APP07571,Meena Singh,34,Female,Gurgaon,North,Government Employee,Doctorate,Single,555518.0,642.0,1,0,Yes
APP07572,Nitin Sinha,39,Female,Thane,West,Salaried,High School,Divorced,530677.0,,4,1,Yes
APP07573,Harish Iyer,21,Male,Mysore,South,Self-Employed,,Divorced,,600.0,0,15,Yes
APP07574,Prakash Roy,38,Female,Nashik,West,Government Employee,Post Graduate,Widowed,939588.0,681.0,1,4,No
APP07575,Vikram Gupta,21,Male,Pune,West,Government Employee,Doctorate,Single,760396.0,761.0,1,2,No
APP07576,Rekha Sharma,39,Male,Pune,West,Government Employee,Post Graduate,Single,512283.0,627.0,2,9,No
APP07577,ajay sinha,34,Female,Indore,Central,Government Employee,,Married,465884.0,687.0,2,2,Yes
APP07578,Harish Reddy,43,Female,Indore,Central,Salaried,Post Graduate,Single,,620.0,3,2,Yes
APP07579,Sachin Gupta,23,Male,Gurgaon,North,Government Employee,Doctorate,Widowed,561116.0,642.0,2,15,No
APP07580,Sunita Sharma,33,Male,Noida,North,Business Owner,Doctorate,Single,1236642.0,772.0,0,0,Yes
APP07581,Nitin Nair,45,Male,Chennai,South,Government Employee,Doctorate,Widowed,828854.0,728.0,1,3,No
APP07582,Prakash Gupta,35,Male,Ahmedabad,Central,Freelancer,Graduate,Single,579481.0,728.0,4,0,No
APP07583,Rohit Shah,25,Male,Bhubaneswar,East,Business Owner,Post Graduate,Divorced,1329773.0,729.0,1,3,No
APP07584,Arun Verma,44,Male,Jaipur,Central,Freelancer,Graduate,Widowed,246425.0,627.0,1,2,No
APP07585,Ravi Tiwari,50,Female,Bhopal,Central,Freelancer,Post Graduate,Married,691069.0,681.0,4,5,No
APP07586,Shweta Gupta,33,Male,Patna,East,Government Employee,Graduate,Single,312756.0,645.0,3,3,No
APP07587,Priya Patel,21,Male,Bhubaneswar,East,Government Employee,Post Graduate,Widowed,723452.0,608.0,0,0,No
APP07588,Shweta Roy,37,Male,Bangalore,South,Freelancer,Post Graduate,Widowed,565692.0,635.0,4,1,No
APP07589,Suman Reddy,30,Female,Nashik,West,Business Owner,Doctorate,Married,1437044.0,758.0,2,1,Yes
APP07590,Rohit Singh,43,Female,Noida,North,Freelancer,High School,Divorced,526469.0,629.0,2,3,No
APP07591,Ajay Jain,48,Female,Kolkata,East,Business Owner,Graduate,Married,838952.0,730.0,2,19,No
APP07592,Priya Reddy,21,Female,Nashik,West,Business Owner,,Widowed,1590977.0,717.0,0,1,Yes
APP07593,Prakash Joshi,21,Male,Bhubaneswar,East,Self-Employed,Post Graduate,Married,1462285.0,783.0,4,2,No
APP07594,Ajay Tiwari,44,Female,Bhubaneswar,East,Salaried,Graduate,Widowed,551396.0,634.0,1,4,No
APP07595,Divya Reddy,36,Female,Noida,North,Self-Employed,High School,Widowed,858492.0,601.0,1,2,No
APP07596,Vikram Rao,41,Male,Chennai,South,Business Owner,Post Graduate,Married,1883295.0,696.0,0,16,No
APP07597,Suresh Reddy,32,Female,Mumbai,West,Self-Employed,Graduate,Single,923253.0,644.0,1,1,No
APP07598,Harish Mishra,39,Female,Bangalore,South,Business Owner,High School,Married,780229.0,621.0,1,4,No
APP07599,Amit Tiwari,45,Female,Indore,Central,Self-Employed,Doctorate,Divorced,1119744.0,672.0,3,1,No
APP07600,sneha gupta,25,Male,Pune,West,Salaried,High School,Single,587456.0,641.0,0,1,Yes
APP07601,Nitin Das,34,Female,Jaipur,Central,Freelancer,Post Graduate,Single,565003.0,647.0,2,1,No
APP07602,Sachin Bose,42,Male,Patna,East,Business Owner,Post Graduate,Married,1090141.0,713.0,1,0,No
APP07603,Sanjay Sinha,35,Male,Thane,West,Business Owner,High School,Widowed,1401865.0,653.0,4,0,No
APP07604,Pooja Roy,38,Female,Thane,West,Salaried,Graduate,Single,619270.0,542.0,4,5,Yes
APP07605,Anita Rao,53,M,Bhopal,Central,Freelancer,High School,Married,400844.0,671.0,3,5,No
APP07606,Sanjay Gupta,32,Male,Mysore,South,Business Owner,Doctorate,Widowed,1980397.0,785.0,0,5,Yes
APP07607,Pooja Dubey,41,Male,Ranchi,East,Freelancer,Doctorate,Married,499536.0,609.0,4,3,Yes
APP07608,Ravi Iyer,46,Female,Noida,North,Self-Employed,High School,Divorced,384855.0,607.0,4,13,No
APP07609,Vikram Jain,36,Male,Mysore,South,Salaried,Graduate,Divorced,752924.0,688.0,2,1,No
APP07610,meena roy,31,Female,Pune,West,Freelancer,,Single,640189.0,600.0,1,3,Yes
APP07611,Sanjay Patel,39,Male,Hyderabad,South,Business Owner,Post Graduate,Married,1122107.0,708.0,1,2,Yes
APP07612,Sachin Sharma,41,Male,Thane,West,Salaried,High School,Married,634188.0,617.0,0,10,No
APP07613,Nisha Singh,36,Male,Pune,West,Business Owner,Post Graduate,Married,1000480.0,634.0,1,2,No
APP07614,Rohit Kumar,24,Male,Nashik,West,Business Owner,High School,Single,1189839.0,696.0,4,2,No
APP07615,Nisha Singh,21,Female,Mumbai,West,Government Employee,High School,Married,351657.0,549.0,1,13,No
APP07616,Vikram Tiwari,33,Male,Nashik,West,Salaried,Doctorate,Married,1027007.0,622.0,4,0,No
APP07617,Sachin Verma,39,Male,Hyderabad,South,Salaried,Doctorate,Divorced,1072470.0,692.0,3,0,No
APP07618,Rajesh Patel,41,Male,Mysore,South,Freelancer,Post Graduate,Widowed,790016.0,632.0,2,4,No
APP07619,Arun Tiwari,45,Male,Chennai,South,Business Owner,High School,Married,1007242.0,643.0,0,4,Yes
APP07620,Prakash Sinha,49,Male,Patna,East,Salaried,Post Graduate,Divorced,775439.0,677.0,1,8,Yes
